,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
18522,26.0,6,1,6,0,2,0,1,4,3,59.0,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
18523,30.0,9,2,6,0,0,0,1,3,4,74.0,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
18524,28.0,1,2,2,1,0,2,1,6,0,137.0,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
18525,51.0,4,1,0,0,0,0,0,7,1,96.0,2,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
18526,34.0,10,1,2,1,0,0,0,0,0,181.0,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
18527,29.0,1,1,2,0,0,0,1,6,2,47.0,4,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
18528,48.0,3,1,0,1,0,2,0,1,1,148.0,1,999,0,1,1.4,93.444,-36.1,4.97,5228.1,0
18529,27.0,7,2,2,0,0,0,1,3,4,120.0,4,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
18530,51.0,4,1,6,0,2,0,0,1,2,386.0,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
18531,35.0,1,1,2,1,0,0,0,3,2,1399.0,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
18532,39.0,0,2,6,0,2,0,0,3,4,150.0,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
18533,48.0,1,1,2,0,0,0,1,4,0,75.0,3,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
18534,36.0,7,1,3,0,2,0,1,6,2,287.0,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
18535,40.0,7,1,3,0,0,0,0,6,4,246.0,4,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,0
18536,37.0,9,2,5,0,0,0,1,6,1,21.0,5,999,0,1,-1.8,92.893,-46.2,1.354,5099.1,0
18537,41.0,10,1,2,1,0,0,1,6,2,314.0,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
18538,43.0,0,2,3,0,2,0,0,6,1,159.0,3,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
18539,33.0,0,2,6,0,2,0,0,7,2,77.0,1,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
18540,48.0,9,0,6,0,2,2,0,1,4,86.0,7,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
18541,37.0,7,1,3,0,0,0,0,6,4,317.0,1,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,0
18542,60.0,6,0,6,0,0,0,0,9,3,83.0,1,3,1,2,-3.4,92.379,-29.8,0.755,5017.5,1
18543,49.0,9,1,5,0,2,0,1,4,0,41.0,3,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
18544,39.0,3,1,3,0,2,0,1,6,0,61.0,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
18545,53.0,2,2,2,0,0,0,0,3,1,933.0,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
18546,36.0,4,1,6,0,0,2,0,7,4,166.0,3,3,3,2,-3.4,92.649,-30.1,0.715,5017.5,1
18547,31.0,0,2,6,0,2,0,0,1,4,432.0,2,999,0,1,1.4,93.444,-36.1,4.967,5228.1,0
18548,40.0,1,2,2,0,2,0,1,4,1,128.0,3,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
18549,31.0,2,2,2,1,0,0,0,6,2,300.0,2,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,0
18550,36.0,7,1,1,1,0,0,0,7,0,1022.0,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,1
18551,54.0,9,1,7,1,0,0,1,6,0,111.0,2,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
18552,29.0,7,2,3,0,0,2,1,4,1,6.0,1,999,0,1,-1.7,94.055,-39.8,0.711,4991.6,0
18553,32.0,0,1,3,0,2,0,0,6,3,323.0,2,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,0
18554,33.0,6,2,6,0,2,0,1,6,2,67.0,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
18555,43.0,1,0,2,1,0,2,1,4,0,222.0,2,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
18556,48.0,11,1,0,1,0,0,1,6,3,375.0,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
18557,30.0,7,1,3,1,2,0,0,7,2,73.0,1,999,1,0,-0.1,93.2,-42.0,4.076,5195.8,0
18558,51.0,0,0,2,0,2,0,0,6,4,113.0,1,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
18559,31.0,9,2,6,0,0,0,0,3,2,305.0,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
18560,28.0,0,2,3,0,0,0,0,3,2,720.0,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
18561,26.0,9,2,5,0,2,0,0,0,0,378.0,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
18562,39.0,0,1,3,1,2,0,1,4,1,252.0,5,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
18563,57.0,6,2,3,1,0,0,1,6,4,139.0,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
18564,25.0,0,1,3,0,2,0,1,4,4,264.0,2,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
18565,53.0,4,1,6,0,0,0,0,1,4,50.0,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
18566,31.0,2,2,6,0,2,0,0,1,0,211.0,3,999,0,1,-2.9,92.201,-31.4,0.869,5076.2,1
18567,27.0,1,2,2,1,0,0,0,3,4,127.0,8,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
18568,45.0,9,1,3,0,2,2,0,1,0,243.0,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
18569,69.0,5,1,0,0,0,0,0,9,1,258.0,3,6,1,2,-1.1,94.199,-37.5,0.879,4963.6,0
18570,47.0,11,1,7,0,0,0,0,0,2,85.0,1,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,0
18571,54.0,3,1,0,1,0,0,1,1,4,23.0,6,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
18572,56.0,5,0,0,0,2,2,1,6,0,188.0,6,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
18573,28.0,0,2,6,0,0,0,0,6,3,118.0,1,999,2,0,-1.8,92.893,-46.2,1.266,5099.1,0
18574,52.0,0,1,6,1,0,2,0,6,2,183.0,3,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
18575,35.0,1,1,2,0,0,0,0,6,2,20.0,2,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
18576,34.0,11,1,0,0,0,2,0,0,0,83.0,2,999,0,1,-1.8,93.075,-47.1,1.4,5099.1,0
18577,38.0,10,1,0,1,0,0,0,3,3,195.0,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
18578,28.0,0,1,6,0,2,0,0,4,2,73.0,1,999,1,0,-2.9,92.963,-40.8,1.26,5076.2,0
18579,38.0,9,0,5,0,0,2,0,8,3,135.0,1,999,2,0,-3.4,92.431,-26.9,0.742,5017.5,0
18580,33.0,0,2,6,0,2,2,0,1,0,64.0,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
18581,27.0,1,1,2,0,0,2,0,6,0,12.0,5,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
18582,32.0,1,1,0,0,0,0,1,6,0,230.0,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
18583,27.0,0,2,6,0,2,2,0,8,3,242.0,1,3,2,2,-1.1,94.601,-49.5,0.982,4963.6,0
18584,30.0,4,1,2,0,2,0,1,6,3,68.0,9,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
18585,37.0,3,1,3,0,2,2,1,6,1,723.0,1,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
18586,39.0,1,1,1,0,0,0,0,3,2,298.0,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
18587,35.0,7,1,3,1,2,0,1,4,2,107.0,1,999,0,1,1.4,94.465,-41.8,4.958,5228.1,0
18588,49.0,11,3,7,1,2,2,0,3,1,49.0,9,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
18589,56.0,1,1,0,0,0,0,0,1,4,188.0,2,999,0,1,1.4,93.444,-36.1,4.967,5228.1,0
18590,31.0,7,1,3,0,0,0,0,6,4,339.0,1,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,0
18591,47.0,0,1,6,0,2,0,0,1,3,100.0,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
18592,29.0,0,2,3,0,0,0,0,1,2,103.0,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
18593,51.0,0,2,6,0,0,0,1,3,0,163.0,5,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
18594,31.0,0,1,6,0,2,0,0,7,4,162.0,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
18595,37.0,9,2,5,0,0,0,0,1,2,19.0,13,999,0,1,1.4,93.444,-36.1,4.962,5228.1,0
18596,57.0,4,1,2,0,0,0,1,6,4,890.0,26,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
18597,37.0,1,1,2,0,1,1,1,4,2,94.0,4,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
18598,38.0,10,0,5,0,0,0,1,6,4,590.0,3,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
18599,51.0,2,1,0,1,0,0,0,1,3,148.0,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
18600,53.0,0,1,6,1,2,0,0,6,4,59.0,1,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,0
18601,47.0,9,2,2,0,0,0,1,6,1,10.0,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
18602,34.0,4,2,6,0,0,0,0,3,2,257.0,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
18603,32.0,2,1,2,0,0,0,0,6,1,184.0,4,999,0,1,-1.8,92.893,-46.2,1.299,5099.1,0
18604,59.0,0,0,6,0,2,0,0,0,0,128.0,3,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
18605,41.0,0,1,6,0,2,0,0,7,4,54.0,1,999,1,0,-0.1,93.2,-42.0,4.12,5195.8,0
18606,42.0,9,1,5,0,2,0,0,6,0,108.0,1,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,0
18607,38.0,9,1,5,0,2,0,0,9,0,166.0,1,999,0,1,-3.4,92.379,-29.8,0.803,5017.5,0
18608,31.0,0,0,3,0,0,2,0,3,0,186.0,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
18609,30.0,0,2,3,0,2,0,0,3,4,605.0,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
18610,52.0,1,1,0,0,0,0,1,1,2,4199.0,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
18611,35.0,1,1,1,1,0,0,1,6,4,313.0,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
18612,48.0,0,1,6,0,0,0,0,7,0,634.0,4,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
18613,29.0,9,2,6,0,0,0,0,0,3,95.0,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
18614,34.0,9,1,5,0,2,2,1,5,1,44.0,1,999,0,1,-1.8,92.843,-50.0,1.629,5099.1,0
18615,52.0,0,1,2,0,2,0,0,6,4,38.0,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
18616,33.0,0,1,6,0,0,0,1,4,3,133.0,3,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
18617,57.0,6,1,6,0,0,0,0,3,2,313.0,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
18618,54.0,0,1,6,0,0,0,1,4,3,483.0,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
18619,41.0,6,1,2,0,2,0,0,1,0,313.0,4,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
18620,29.0,1,1,2,0,0,0,0,6,4,1101.0,1,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,1
18621,55.0,7,1,2,0,2,0,1,3,4,78.0,4,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
18622,48.0,2,1,6,0,2,0,0,3,2,207.0,1,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
18623,53.0,6,1,6,0,0,0,0,1,0,39.0,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
18624,31.0,7,0,3,0,0,0,0,0,1,379.0,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
18625,32.0,7,2,3,0,1,1,0,6,4,363.0,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
18626,44.0,1,1,0,0,2,0,0,1,1,79.0,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
18627,48.0,0,1,7,1,0,0,0,7,3,67.0,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
18628,41.0,7,2,5,0,2,0,0,7,3,41.0,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
18629,52.0,9,1,2,0,2,2,0,7,4,323.0,2,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
18630,38.0,0,2,6,0,0,2,1,4,4,578.0,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
18631,46.0,0,0,6,0,2,2,0,1,3,121.0,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
18632,32.0,1,1,1,0,2,0,0,3,4,151.0,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
18633,32.0,0,1,6,0,0,2,1,6,3,175.0,3,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
18634,49.0,1,1,0,1,2,0,1,6,0,147.0,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
18635,52.0,4,0,6,0,0,0,0,7,1,578.0,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
18636,37.0,4,1,6,0,0,0,1,4,2,288.0,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
18637,33.0,7,0,3,0,0,0,0,3,2,654.0,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,0
18638,28.0,9,1,6,0,2,0,0,6,2,402.0,1,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,0
18639,48.0,1,0,2,0,2,2,1,6,0,246.0,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
18640,41.0,1,1,0,1,0,0,1,4,1,213.0,2,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
18641,39.0,9,2,5,0,2,0,0,6,3,83.0,1,999,1,0,-1.8,92.893,-46.2,1.291,5099.1,0
18642,35.0,0,1,3,0,2,0,0,7,3,17.0,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
18643,28.0,9,2,5,0,2,0,1,6,4,229.0,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
18644,30.0,0,1,6,0,0,0,0,3,0,70.0,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
18645,40.0,1,1,3,0,2,0,1,6,2,183.0,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
18646,49.0,1,1,1,1,2,0,0,6,3,85.0,4,999,1,0,-1.8,92.893,-46.2,1.291,5099.1,0
18647,37.0,0,0,6,0,0,0,1,4,1,83.0,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
18648,43.0,6,1,3,0,2,0,1,8,4,181.0,1,999,0,1,-0.1,93.798,-40.4,4.936,5195.8,1
18649,26.0,4,2,6,0,2,0,0,7,1,112.0,5,999,0,1,-1.1,94.767,-50.8,1.039,4963.6,0
18650,54.0,4,1,6,1,0,0,1,6,4,110.0,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
18651,47.0,9,1,5,0,2,2,0,1,0,78.0,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
18652,29.0,4,1,6,0,2,0,0,7,4,199.0,1,9,1,2,-3.4,92.649,-30.1,0.719,5017.5,0
18653,43.0,9,1,6,0,0,2,0,7,2,113.0,5,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
18654,52.0,10,1,3,1,0,0,1,6,2,218.0,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
18655,32.0,0,2,6,0,2,0,0,5,1,364.0,3,999,0,1,-1.8,92.843,-50.0,1.52,5099.1,1
18656,57.0,9,1,3,0,0,0,0,0,4,469.0,1,999,0,1,-1.8,93.075,-47.1,1.415,5099.1,0
18657,32.0,11,1,1,1,0,0,1,6,3,39.0,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
18658,41.0,0,1,2,1,2,0,1,6,1,344.0,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
18659,31.0,0,2,6,0,2,0,0,1,0,136.0,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
18660,54.0,4,1,6,0,2,2,1,3,3,44.0,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
18661,50.0,1,1,2,0,2,0,0,1,4,72.0,4,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
18662,29.0,6,2,6,0,0,0,1,4,1,221.0,10,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
18663,48.0,1,1,0,1,2,2,0,7,0,53.0,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
18664,27.0,0,2,6,0,2,2,0,3,1,150.0,4,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
18665,71.0,5,1,2,0,2,2,0,3,0,230.0,6,999,0,1,-1.7,94.215,-40.3,0.896,4991.6,1
18666,45.0,3,1,0,0,2,0,0,3,3,241.0,4,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
18667,56.0,0,1,6,0,0,2,0,1,2,260.0,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
18668,42.0,0,0,3,1,0,0,1,4,2,105.0,3,999,0,1,1.4,94.465,-41.8,4.955,5228.1,0
18669,29.0,0,1,1,0,2,0,0,6,0,16.0,6,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,0
18670,54.0,1,1,2,0,2,2,0,7,4,101.0,1,999,0,1,-3.4,92.649,-30.1,0.719,5017.5,0
18671,44.0,1,2,2,0,2,0,0,0,3,581.0,2,999,0,1,-1.8,93.075,-47.1,1.453,5099.1,0
18672,39.0,3,1,2,0,0,0,1,4,3,236.0,2,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
18673,39.0,9,1,6,0,2,0,1,6,1,320.0,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
18674,39.0,1,2,2,1,2,0,0,6,4,82.0,2,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,0
18675,49.0,1,1,0,1,2,0,1,6,4,487.0,5,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
18676,42.0,0,0,6,0,2,0,0,7,0,195.0,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
18677,38.0,9,2,6,0,2,0,1,4,1,104.0,2,999,0,1,1.4,94.465,-41.8,4.947,5228.1,0
18678,26.0,0,2,3,0,2,0,0,6,2,24.0,2,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
18679,32.0,1,1,2,0,0,0,1,6,0,200.0,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
18680,42.0,9,0,5,0,2,0,0,0,0,93.0,2,999,0,1,-1.8,93.075,-47.1,1.479,5099.1,0
18681,29.0,0,2,5,0,2,0,0,0,2,130.0,2,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,0
18682,32.0,0,1,6,0,2,2,0,6,2,135.0,3,999,0,1,-1.8,92.893,-46.2,1.27,5099.1,0
18683,57.0,1,1,7,0,0,0,0,3,3,137.0,4,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
18684,46.0,9,1,5,0,2,0,0,7,3,135.0,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
18685,43.0,1,0,2,1,2,2,0,6,0,25.0,5,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,0
18686,50.0,9,1,5,1,2,2,1,6,4,124.0,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
18687,36.0,0,2,6,0,0,2,0,3,2,139.0,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
18688,35.0,8,2,3,0,2,2,1,6,1,127.0,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
18689,27.0,0,2,6,0,2,0,0,9,3,126.0,2,999,0,1,-3.4,92.379,-29.8,0.77,5017.5,1
18690,39.0,4,1,3,0,0,0,1,6,0,205.0,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
18691,22.0,1,2,7,1,1,1,0,3,1,47.0,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
18692,26.0,8,2,3,0,2,0,0,6,4,277.0,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
18693,23.0,1,2,2,0,2,0,1,6,4,60.0,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
18694,36.0,0,1,3,0,2,0,0,5,2,220.0,3,999,0,1,-1.8,92.843,-50.0,1.584,5099.1,1
18695,36.0,0,1,6,0,0,0,0,4,4,334.0,1,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,0
18696,46.0,1,0,2,1,0,0,0,3,1,862.0,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
18697,37.0,4,1,6,0,0,0,0,7,2,89.0,1,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
18698,30.0,9,2,5,0,2,0,0,1,2,138.0,4,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
18699,51.0,0,1,3,0,2,0,0,1,4,81.0,1,999,0,1,1.4,93.444,-36.1,4.967,5228.1,0
18700,31.0,7,1,3,0,0,0,1,6,4,636.0,6,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
18701,41.0,4,1,6,1,2,0,1,4,2,230.0,7,999,0,1,1.4,94.465,-41.8,4.958,5228.1,0
18702,50.0,1,1,0,1,0,2,1,6,3,600.0,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
18703,38.0,0,2,2,0,0,0,1,4,2,406.0,1,999,0,1,1.4,94.465,-41.8,4.958,5228.1,0
18704,39.0,7,0,3,0,2,0,0,7,3,194.0,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
18705,45.0,2,0,6,0,0,0,1,6,0,462.0,4,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,1
18706,31.0,4,2,6,0,2,0,0,7,3,129.0,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
18707,37.0,0,2,6,0,2,0,1,4,1,540.0,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
18708,33.0,0,1,6,0,0,0,1,4,0,80.0,1,999,0,1,-1.7,94.055,-39.8,0.732,4991.6,0
18709,44.0,0,1,3,0,2,2,0,3,4,164.0,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
18710,51.0,1,1,2,1,0,0,1,6,0,21.0,3,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
18711,55.0,9,0,5,1,0,0,0,1,3,169.0,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
18712,39.0,1,1,1,0,2,0,1,4,2,150.0,1,999,0,1,1.4,94.465,-41.8,4.955,5228.1,0
18713,54.0,1,1,7,0,0,0,0,1,0,220.0,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
18714,56.0,2,1,2,0,2,0,0,0,4,185.0,2,999,0,1,-1.8,93.075,-47.1,1.415,5099.1,0
18715,34.0,6,2,6,0,2,0,1,6,1,150.0,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
18716,44.0,2,0,1,0,2,0,0,7,3,132.0,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
18717,33.0,9,1,6,1,2,0,0,1,1,153.0,7,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
18718,38.0,9,2,6,0,0,0,1,6,4,451.0,3,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
18719,54.0,1,1,0,0,2,2,0,1,1,484.0,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
18720,38.0,1,0,1,0,2,2,0,0,1,37.0,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
18721,60.0,4,2,6,0,2,2,0,5,4,194.0,1,999,0,1,-1.8,92.843,-50.0,1.602,5099.1,1
18722,32.0,1,2,3,0,0,0,1,3,0,165.0,2,999,0,1,1.4,93.918,-42.7,4.959,5228.1,0
18723,37.0,0,1,6,0,0,2,0,1,3,118.0,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
18724,42.0,1,1,2,0,0,0,0,0,2,55.0,4,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,0
18725,50.0,9,1,5,1,2,0,1,4,4,18.0,20,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
18726,51.0,3,1,7,0,2,0,0,1,0,121.0,1,999,0,1,-2.9,92.201,-31.4,0.881,5076.2,0
18727,37.0,1,1,5,0,0,0,0,6,1,114.0,1,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
18728,26.0,7,2,3,0,0,0,0,3,3,180.0,2,999,0,1,-2.9,92.469,-33.6,1.044,5076.2,1
18729,27.0,8,2,6,0,2,2,0,0,3,147.0,2,999,1,0,-1.8,93.749,-34.6,0.646,5008.7,0
18730,34.0,4,1,6,0,2,0,0,7,4,54.0,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
18731,39.0,0,1,3,0,2,0,1,3,0,219.0,1,999,0,1,1.4,93.918,-42.7,4.959,5228.1,0
18732,47.0,1,1,0,1,2,0,1,4,2,74.0,5,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
18733,38.0,9,2,6,0,2,0,1,8,1,254.0,1,9,3,0,-1.1,94.601,-49.5,1.032,4963.6,0
18734,43.0,4,1,1,1,2,0,0,6,3,463.0,1,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
18735,55.0,1,1,7,1,0,0,0,6,0,9.0,2,999,2,0,-1.8,92.893,-46.2,1.313,5099.1,0
18736,29.0,9,1,5,0,0,0,0,3,4,263.0,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
18737,27.0,6,2,6,0,2,0,0,6,2,73.0,1,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
18738,48.0,0,2,6,0,2,0,0,7,4,473.0,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
18739,30.0,6,2,3,0,0,0,0,7,3,52.0,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
18740,31.0,9,2,5,0,2,0,0,1,0,129.0,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
18741,33.0,0,1,6,0,2,0,0,1,4,81.0,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
18742,29.0,7,1,5,0,0,0,0,6,2,1051.0,2,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,0
18743,34.0,1,0,5,0,0,0,1,4,2,884.0,4,999,0,1,1.4,94.465,-41.8,4.866,5228.1,1
18744,41.0,9,1,3,0,2,2,0,1,4,105.0,6,999,0,1,1.4,93.444,-36.1,4.967,5228.1,0
18745,41.0,1,1,0,0,2,0,1,6,1,247.0,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
18746,25.0,6,2,6,0,0,0,1,6,4,217.0,5,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
18747,38.0,10,0,3,0,0,0,1,3,2,10.0,1,999,0,1,-1.7,94.215,-40.3,0.782,4991.6,0
